TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
88,Organize soccer matches with my brothers,Play my favorite video games in a dark room,0.03,0.03,1.1,0.0
89, Do monthly bowling outings with coworkers,Take a jog at the park on a cool day,0.04,0.03,3.3,0.0
90,Eat my favorite foods while watching my favorite animes,Watch football with my family,0.05,0.03,8.8,1.0
91,Take a jog at the park on a cool day,Go to the bar with my classmates after a good Sunday evening study session,0.01,0.04,3.3,1.0
92,Look at the lake on a nice and sunny day,Go to the bar with my classmates after a good Sunday evening study session,0.02,0.04,8.8,1.0
93,Draw pictures of my favorite anime characters in a light room, Do monthly bowling outings with coworkers,0.03,0.04,1.1,1.0
94,Look at the lake on a nice and sunny day,Go to the city on Friday nights with my partner to try out a new restaurant,0.04,0.04,4.4,1.0
95,go to my favorite coffee shop,Get Starbucks and go thrift shopping with my best friend,0.05,0.04,4.4,1.0
96,Draw my dog on a cool day at the park, Do monthly bowling outings with coworkers,0.01,0.05,3.3,1.0
97,Watch football with my family,go to my favorite coffee shop,0.02,0.05,1.1,0.0
98,Play my favorite video games in a dark room,Watch football with my family,0.03,0.05,1.1,1.0
99,Eat my favorite foods and playing my favorite video games on a rainy day,Watch bad reality TV on Sunday nights with friends,0.04,0.05,3.3,1.0
100,Get Starbucks and go thrift shopping with my best friend,Play my favorite video games in a dark room,0.05,0.05,4.4,0.0
